WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
20220331210103500,PP22032200038,255,7100,255,4000,5000,0
20220331210103500,PP22032200038,260,7200,250,4000,5100,0
20220331210103600,PP22032200038,255,7100,255,4200,5200,0
20220331210103600,PP22032200038,250,7000,260,4100,5100,0
20220331210103800,PP22032200038,250,6900,255,4300,5000,0
20220331210103800,PP22032200038,255,6800,260,4400,5100,0
20220331210104100,PP22032200038,260,6900,255,4200,5200,0
20220331210104100,PP22032200038,255,7000,250,4000,5100,0
20220331210104300,PP22032200038,250,7100,255,3900,5000,0
20220331210104300,PP22032200038,255,7200,260,3800,4900,0
20220331210104500,PP22032200038,260,7100,255,3850,4800,0
20220331210104500,PP22032200038,255,7000,250,3900,4700,0
20220331210104800,PP22032200038,250,7000,250,4000,4800,0
20220331210104800,PP22032200038,255,7100,255,4100,4900,0
20220331210104900,PP22032200038,260,7200,260,4200,5000,0
20220331210104900,PP22032200038,255,7100,255,4300,5100,0
20220331210105100,PP22032200038,250,7000,250,4400,5200,0
20220331210105100,PP22032200038,255,6900,255,4500,5000,0
20220331210105400,PP22032200038,260,6800,260,4200,4900,0
20220331210105400,PP22032200038,255,6900,255,4100,4800,0
20220331210105600,PP22032200038,260,7000,250,4000,4700,0
20220331210105600,PP22032200038,255,7100,255,4000,4800,0
20220331210105900,PP22032200038,250,7200,260,4200,4900,0
20220331210105900,PP22032200038,255,7100,255,4100,5000,0
20220331210106000,PP22032200038,260,7000,250,4300,5100,0
20220331210106000,PP22032200038,255,6900,255,4400,5200,0
20220331210106200,PP22032200038,250,6800,260,4200,5100,0
20220331210106200,PP22032200038,250,6900,255,4000,5000,0
20220331210106500,PP22032200038,255,7000,260,3900,5100,0
20220331210106500,PP22032200038,260,7100,255,3800,5200,0
20220331210106700,PP22032200038,255,7200,250,3850,5100,0
20220331210106700,PP22032200038,250,7100,255,3900,5000,0
20220331210106800,PP22032200038,255,7000,260,4000,4900,0
20220331210106800,PP22032200038,260,7000,255,4100,4800,0
20220331210107100,PP22032200038,255,7100,250,4200,4700,0
20220331210107100,PP22032200038,250,7200,250,4300,4800,0
20220331210107300,PP22032200038,255,7100,255,4400,4900,0
20220331210107300,PP22032200038,260,7000,260,4500,5000,0
20220331210107500,PP22032200038,255,6900,255,4200,5100,0
20220331210107500,PP22032200038,250,6800,250,4100,5200,0
20220331210107800,PP22032200038,255,6900,255,4000,5000,0
20220331210107800,PP22032200038,260,7000,260,4000,4900,0
20220331210107900,PP22032200038,255,7100,255,4200,4800,0
20220331210107900,PP22032200038,260,7200,250,4100,4700,0
20220331210108100,PP22032200038,255,7100,255,4300,4800,0
20220331210108100,PP22032200038,250,7000,260,4400,4900,0
20220331210108400,PP22032200038,255,6900,255,4200,5000,0
20220331210108400,PP22032200038,260,6800,250,4000,5100,0
20220331210108600,PP22032200038,255,6900,255,3900,5200,0
20220331210108600,PP22032200038,250,7000,260,3800,5100,0
20220331210108900,PP22032200038,250,7100,255,3850,5000,0
20220331210108900,PP22032200038,255,7200,260,3900,5100,0
20220331210109000,PP22032200038,260,7100,255,4000,5200,0
20220331210109000,PP22032200038,255,7000,250,4100,5100,0
20220331210109200,PP22032200038,250,7300,255,4200,5000,0
20220331210109200,PP22032200038,255,7200,260,4300,4900,0
20220331210109500,PP22032200038,260,7000,255,4400,4800,0
20220331210109500,PP22032200038,255,7100,250,4500,4700,0
20220331210109700,PP22032200038,250,7200,250,4200,4800,0
20220331210109700,PP22032200038,255,7100,255,4100,4900,0
20220331210109900,PP22032200038,260,7000,260,4000,5000,0
20220331210109900,PP22032200038,255,6900,255,4000,5100,0
20220331210110100,PP22032200038,250,6800,250,4200,5200,0
20220331210110100,PP22032200038,255,6900,255,4100,5000,0
20220331210110300,PP22032200038,260,7000,260,4300,4900,0
20220331210110300,PP22032200038,255,7100,255,4400,4800,0
20220331210110500,PP22032200038,260,7200,250,4200,4700,0
20220331210110500,PP22032200038,255,7100,255,4000,4800,0
20220331210110800,PP22032200038,250,7000,260,3900,4900,0
20220331210110800,PP22032200038,255,6900,255,3800,5000,0
20220331210111000,PP22032200038,260,6800,250,3850,5100,0
20220331210111000,PP22032200038,255,6900,255,3900,5200,0
20220331210111100,PP22032200038,250,7000,260,4000,5100,0
20220331210111100,PP22032200038,250,7100,255,4100,5000,0
20220331210111400,PP22032200038,255,7200,260,4200,5100,0
20220331210111400,PP22032200038,260,7100,255,4300,5200,0
20220331210111600,PP22032200038,255,7000,250,4400,5100,0
20220331210111600,PP22032200038,250,7000,255,4500,5000,0
20220331210111900,PP22032200038,255,7100,260,4200,4900,0
20220331210111900,PP22032200038,260,7200,255,4100,4800,0
20220331210112000,PP22032200038,255,7100,250,4000,4700,0
20220331210112000,PP22032200038,250,7000,250,4000,4800,0
20220331210112200,PP22032200038,255,6900,255,4200,4900,0
20220331210112200,PP22032200038,260,6800,260,4100,5000,0
20220331210112500,PP22032200038,255,6900,255,4300,5100,0
20220331210112500,PP22032200038,250,7000,250,4400,5200,0
20220331210112700,PP22032200038,255,7100,255,4200,5000,0
20220331210112700,PP22032200038,260,7200,260,4000,4900,0
20220331210112900,PP22032200038,255,7100,255,3900,4800,0
20220331210112900,PP22032200038,260,7000,250,3800,4700,0
20220331210113200,PP22032200038,255,6900,255,3850,4800,0
20220331210113200,PP22032200038,250,6800,260,3900,4900,0
20220331210113300,PP22032200038,255,6900,255,4000,5000,0
20220331210113300,PP22032200038,260,7000,250,4100,5100,0
20220331210113500,PP22032200038,255,7100,255,4200,5200,0
20220331210113500,PP22032200038,250,7200,260,4300,5100,0
20220331210113800,PP22032200038,250,7100,255,4400,5000,0
20220331210113800,PP22032200038,255,7000,260,4500,5100,0
20220331210114000,PP22032200038,260,7000,255,4200,5200,0
20220331210114000,PP22032200038,255,7100,250,4100,5100,0
20220331210114300,PP22032200038,250,7200,255,4000,5000,0
20220331210114300,PP22032200038,255,7100,260,4000,4900,0
20220331210114400,PP22032200038,260,7000,255,4200,4800,0
20220331210114400,PP22032200038,255,6900,250,4100,4700,0
20220331210114600,PP22032200038,250,6800,250,4300,4800,0
20220331210114600,PP22032200038,255,6900,255,4400,4900,0
20220331210114900,PP22032200038,260,7000,260,4200,5000,0
20220331210114900,PP22032200038,255,7100,255,4000,5100,0
20220331210115100,PP22032200038,250,7200,250,3900,5200,0
20220331210115100,PP22032200038,255,7100,255,3800,5000,0
20220331210115300,PP22032200038,260,7000,260,3850,4900,0
20220331210115300,PP22032200038,255,6900,255,3900,4800,0
20220331210115500,PP22032200038,260,6800,250,4000,4700,0
20220331210115500,PP22032200038,255,6900,255,4100,4800,0
20220331210115700,PP22032200038,250,7000,260,4200,4900,0
20220331210115700,PP22032200038,255,7100,255,4300,5000,0
20220331210115900,PP22032200038,260,7200,250,4400,5100,0
20220331210115900,PP22032200038,255,7100,255,4500,5200,0
20220331210116200,PP22032200038,250,7000,260,4200,5100,0
20220331210116200,PP22032200038,250,7000,255,4100,5000,0
20220331210116400,PP22032200038,255,7100,260,4000,5100,0
20220331210116400,PP22032200038,260,7200,255,4000,5200,0
20220331210116500,PP22032200038,255,7100,250,4200,5100,0
20220331210116500,PP22032200038,250,7000,255,4100,5000,0
20220331210116800,PP22032200038,255,6900,260,4300,4900,0
20220331210116800,PP22032200038,260,6800,255,4400,4800,0
20220331210117000,PP22032200038,255,6900,250,4200,4700,0
20220331210117000,PP22032200038,250,7000,250,4000,4800,0
20220331210117300,PP22032200038,255,7100,255,3900,4900,0
20220331210117300,PP22032200038,260,7200,260,3800,5000,0
20220331210117500,PP22032200038,255,7100,255,3850,5100,0
20220331210117500,PP22032200038,250,7000,250,3900,5200,0
20220331210117600,PP22032200038,255,6900,255,4000,5000,0
20220331210117600,PP22032200038,260,6800,260,4100,4900,0
20220331210117900,PP22032200038,255,6900,255,4200,4800,0
20220331210117900,PP22032200038,260,7000,250,4300,4700,0
20220331210118100,PP22032200038,255,7100,255,4400,4800,0
20220331210118100,PP22032200038,250,7200,260,4500,4900,0
20220331210118300,PP22032200038,255,7100,255,4200,5000,0
20220331210118300,PP22032200038,260,7000,250,4100,5100,0
20220331210118600,PP22032200038,255,7000,255,4000,5200,0
20220331210118600,PP22032200038,250,7100,260,4000,5100,0
20220331210118700,PP22032200038,250,7200,255,4200,5000,0
20220331210118700,PP22032200038,255,7100,260,4100,5100,0
20220331210118900,PP22032200038,260,7000,255,4300,5200,0
20220331210118900,PP22032200038,255,6900,250,4400,5100,0
20220331210119200,PP22032200038,250,6800,255,4200,5000,0
20220331210119200,PP22032200038,255,6900,260,4000,4900,0
20220331210119400,PP22032200038,260,7000,255,3900,4800,0
20220331210119400,PP22032200038,255,7100,250,3800,4700,0
20220331210119700,PP22032200038,250,7200,250,3850,4800,0
20220331210119700,PP22032200038,255,7100,255,3900,4900,0
20220331210119800,PP22032200038,260,7000,260,4000,5000,0
20220331210119800,PP22032200038,255,6900,255,4100,5100,0
20220331210120000,PP22032200038,250,6800,250,4200,5200,0
20220331210120000,PP22032200038,255,6900,255,4300,5000,0
20220331210120300,PP22032200038,260,7000,260,4400,4900,0
20220331210120300,PP22032200038,255,7100,255,4500,4800,0
20220331210120500,PP22032200038,260,7200,250,4200,4700,0
20220331210120500,PP22032200038,255,7100,255,4100,4800,0
20220331210120700,PP22032200038,250,7000,260,4000,4900,0
20220331210120700,PP22032200038,255,7300,255,4000,5000,0
20220331210120900,PP22032200038,260,7200,250,4200,5100,0
20220331210120900,PP22032200038,255,7000,255,4100,5200,0
20220331210121100,PP22032200038,250,7100,260,4300,5100,0
20220331210121100,PP22032200038,250,7200,255,4400,5000,0
20220331210121300,PP22032200038,255,7100,260,4200,5100,0
20220331210121300,PP22032200038,260,7000,255,4000,5200,0
20220331210121600,PP22032200038,255,6900,250,3900,5100,0
20220331210121600,PP22032200038,250,6800,255,3800,5000,0
20220331210121800,PP22032200038,255,6900,260,3850,4900,0
20220331210121800,PP22032200038,260,7000,255,3900,4800,0
20220331210121900,PP22032200038,255,7100,250,4000,4700,0
20220331210121900,PP22032200038,250,7200,250,4100,4800,0
20220331210122200,PP22032200038,255,7100,255,4200,4900,0
20220331210122200,PP22032200038,260,7000,260,4300,5000,0
20220331210122400,PP22032200038,255,6900,255,4400,5100,0
20220331210122400,PP22032200038,250,6800,250,4500,5200,0
20220331210122700,PP22032200038,255,6900,255,4200,5000,0
20220331210122700,PP22032200038,260,7000,260,4100,4900,0
20220331210122800,PP22032200038,255,7100,255,4000,4800,0
20220331210122800,PP22032200038,260,7200,250,4000,4700,0
20220331210123000,PP22032200038,255,7100,255,4200,4800,0
20220331210123000,PP22032200038,250,7000,260,4100,4900,0
20220331210123300,PP22032200038,255,7000,255,4300,5000,0
20220331210123300,PP22032200038,260,7100,250,4400,5100,0
20220331210123500,PP22032200038,255,7200,255,4200,5200,0
20220331210123500,PP22032200038,250,7100,260,4000,5100,0
20220331210123700,PP22032200038,250,7000,255,3900,5000,0
20220331210123700,PP22032200038,255,6900,260,3800,5100,0
20220331210124000,PP22032200038,260,6800,255,3850,5200,0
20220331210124000,PP22032200038,255,6900,250,3900,5100,0
20220331210124100,PP22032200038,250,7000,255,4000,5000,0
20220331210124100,PP22032200038,255,7100,260,4100,4900,0
20220331210124300,PP22032200038,260,7200,255,4200,4800,0
20220331210124300,PP22032200038,255,7100,250,4300,4700,0
20220331210124600,PP22032200038,250,7000,250,4400,4800,0
20220331210124600,PP22032200038,255,6900,255,4500,4900,0
20220331210124800,PP22032200038,260,6800,260,4200,5000,0
20220331210124800,PP22032200038,255,6900,255,4100,5100,0
20220331210125100,PP22032200038,250,7000,250,4000,5200,0
20220331210125100,PP22032200038,255,7100,255,4000,5000,0
20220331210125200,PP22032200038,260,7200,260,4200,4900,0
20220331210125200,PP22032200038,255,7100,255,4100,4800,0
20220331210125400,PP22032200038,260,7000,250,4300,4700,0
20220331210125400,PP22032200038,255,7000,255,4400,4800,0
20220331210125700,PP22032200038,250,7100,260,4200,4900,0
20220331210125700,PP22032200038,255,7200,255,4000,5000,0
20220331210125900,PP22032200038,260,7100,250,3900,5100,0
20220331210125900,PP22032200038,255,7000,255,3800,5200,0
20220331210126100,PP22032200038,250,6900,260,3850,5100,0
20220331210126100,PP22032200038,250,6800,255,3900,5000,0
20220331210126300,PP22032200030,255,6900,260,4000,5100,0
20220331210126300,PP22032200030,260,7000,255,4100,5200,0
20220331210126500,PP22032200030,255,7100,250,4200,5100,0
20220331210126500,PP22032200030,250,7200,255,4300,5000,0
20220331210126700,PP22032200030,255,7100,260,4400,4900,0
20220331210126700,PP22032200030,260,7000,255,4500,4800,0
20220331210127000,PP22032200030,255,6900,250,4200,4700,0
20220331210127000,PP22032200030,250,6800,250,4100,4800,0
20220331210127100,PP22032200030,255,6900,255,4000,4900,0
20220331210127100,PP22032200030,260,7000,260,4000,5000,0
20220331210127300,PP22032200030,255,7100,255,4200,5100,0
20220331210127300,PP22032200030,250,7200,250,4100,5200,0
20220331210127600,PP22032200030,255,7100,255,4300,5000,0
20220331210127600,PP22032200030,260,7000,260,4400,4900,0
20220331210127800,PP22032200030,255,7000,255,4200,4800,0
20220331210127800,PP22032200030,260,7100,250,4000,4700,0
20220331210128100,PP22032200030,255,7200,255,3900,4800,0
20220331210128100,PP22032200030,250,7100,260,3800,4900,0
20220331210128200,PP22032200030,255,7000,255,3850,5000,0
20220331210128200,PP22032200030,260,6900,250,3900,5100,0
20220331210128400,PP22032200030,255,6800,255,4000,5200,0
20220331210128400,PP22032200030,250,6900,260,4100,5100,0
20220331210128700,PP22032200030,250,7000,255,4200,5000,0
20220331210128700,PP22032200030,255,7100,260,4300,5100,0
20220331210128900,PP22032200030,260,7200,255,4400,5200,0
20220331210128900,PP22032200030,255,7100,250,4500,5100,0
20220331210129100,PP22032200030,250,7000,255,4200,5000,0
20220331210129100,PP22032200030,255,6900,260,4100,4900,0
20220331210129300,PP22032200030,260,6800,255,4000,4800,0
20220331210129300,PP22032200030,255,6900,250,4000,4700,0
20220331210129500,PP22032200030,250,7000,250,4200,4800,0
20220331210129500,PP22032200030,255,7100,255,4100,4900,0
20220331210129700,PP22032200030,260,7200,260,4300,5000,0
20220331210129700,PP22032200030,255,7100,255,4400,5100,0
20220331210130000,PP22032200030,250,7000,250,4200,5200,0
20220331210130000,PP22032200030,255,7000,255,4000,5000,0
20220331210130200,PP22032200030,260,7100,260,3900,4900,0
20220331210130200,PP22032200030,255,7200,255,3800,4800,0
20220331210130500,PP22032200030,260,7100,250,3850,4700,0
20220331210130500,PP22032200030,255,7000,255,3900,4800,0
20220331210130600,PP22032200030,250,6900,260,4000,4900,0
20220331210130600,PP22032200030,255,6800,255,4100,5000,0
20220331210130800,PP22032200030,260,6900,250,4200,5100,0
20220331210130800,PP22032200030,255,7000,255,4300,5200,0
20220331210131100,PP22032200030,250,7100,260,4400,5100,0
20220331210131100,PP22032200030,250,7200,255,4500,5000,0
20220331210131300,PP22032200030,255,7100,260,4200,5100,0
20220331210131300,PP22032200030,260,7000,255,4100,5200,0
20220331210131500,PP22032200030,255,6900,250,4000,5100,0
20220331210131500,PP22032200030,250,6800,255,4000,5000,0
20220331210131700,PP22032200030,255,6900,260,4200,4900,0
20220331210131700,PP22032200030,260,7000,255,4100,4800,0
20220331210131900,PP22032200030,255,7100,250,4300,4700,0
20220331210131900,PP22032200030,250,7200,250,4400,4800,0
20220331210132100,PP22032200030,255,7100,255,4200,4900,0
20220331210132100,PP22032200030,260,7000,260,4000,5000,0
20220331210132400,PP22032200030,255,7300,255,3900,5100,0
20220331210132400,PP22032200030,250,7200,250,3800,5200,0
20220331210132500,PP22032200030,255,7000,255,3850,5000,0
20220331210132500,PP22032200030,260,7100,260,3900,4900,0
20220331210132700,PP22032200030,255,7200,255,4000,4800,0
20220331210132700,PP22032200030,260,7100,250,4100,4700,0
20220331210133000,PP22032200030,255,7000,255,4200,4800,0
20220331210133000,PP22032200030,250,6900,260,4300,4900,0
20220331210133200,PP22032200030,255,6800,255,4400,5000,0
20220331210133200,PP22032200030,260,6900,250,4500,5100,0
20220331210133500,PP22032200030,255,7000,255,4200,5200,0
20220331210133500,PP22032200030,250,7100,260,4100,5100,0
20220331210133600,PP22032200030,250,7200,255,4000,5000,0
20220331210133600,PP22032200030,255,7100,260,4000,5100,0
20220331210133800,PP22032200030,260,7000,255,4200,5200,0
20220331210133800,PP22032200030,255,6900,250,4100,5100,0
20220331210134100,PP22032200030,250,6800,255,4300,5000,0
20220331210134100,PP22032200030,255,6900,260,4400,4900,0
20220331210134300,PP22032200030,260,7000,255,4200,4800,0
20220331210134300,PP22032200030,255,7100,250,4000,4700,0
20220331210134500,PP22032200030,250,7200,250,3900,4800,0
20220331210134500,PP22032200030,255,7100,255,3800,4900,0
20220331210134700,PP22032200030,260,7000,260,3850,5000,0
20220331210134700,PP22032200030,255,7000,255,3900,5100,0
20220331210134900,PP22032200030,250,7100,250,4000,5200,0
20220331210134900,PP22032200030,255,7200,255,4100,5000,0
20220331210135100,PP22032200030,260,7100,260,4200,4900,0
20220331210135100,PP22032200030,255,7000,255,4300,4800,0
20220331210135400,PP22032200030,260,6900,250,4400,4700,0
20220331210135400,PP22032200030,255,6800,255,4500,4800,0
20220331210135600,PP22032200030,250,6900,260,4200,4900,0
20220331210135600,PP22032200030,255,7000,255,4100,5000,0
20220331210135700,PP22032200030,260,7100,250,4000,5100,0
20220331210135700,PP22032200030,255,7200,255,4000,5200,0
20220331210136000,PP22032200030,250,7100,260,4200,5100,0
20220331210136000,PP22032200030,250,7000,255,4100,5000,0
20220331210136200,PP22032200030,255,6900,260,4300,5100,0
20220331210136200,PP22032200030,260,6800,255,4400,5200,0
20220331210136500,PP22032200030,255,6900,250,4200,5100,0
20220331210136500,PP22032200030,250,7000,255,4000,5000,0
20220331210136700,PP22032200030,255,7100,260,3900,4900,0
20220331210136700,PP22032200030,260,7200,255,3800,4800,0
